sample,Phylum,SeqAbundance,PercentPhylum,trophicstate,filter,lakenames,limnion
GULE13um,BD1-5,0,0,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_BRC1,0,0,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_OD1,7,0.07,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_OP11,0,0,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_OP3,0,0,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_OP8,0,0,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_SR1,0,0,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_TM7,0,0,Unproductive,Particle,Gull,Top
GULE13um,Candidate_division_WS3,0,0,Unproductive,Particle,Gull,Top
GULE13um,Chlamydiae,7,0.07,Unproductive,Particle,Gull,Top
GULE13um,Chlorobi,32,0.31,Unproductive,Particle,Gull,Top
GULE13um,Chloroflexi,47,0.46,Unproductive,Particle,Gull,Top
GULE13um,Cyanobacteria,1984,19.24,Unproductive,Particle,Gull,Top
GULE13um,Deferribacteres,0,0,Unproductive,Particle,Gull,Top
GULE13um,Deinococcus-Thermus,9,0.09,Unproductive,Particle,Gull,Top
GULE13um,Dictyoglomi,0,0,Unproductive,Particle,Gull,Top
GULE13um,Elusimicrobia,0,0,Unproductive,Particle,Gull,Top
GULE13um,Fibrobacteres,0,0,Unproductive,Particle,Gull,Top
GULE13um,Firmicutes,61,0.59,Unproductive,Particle,Gull,Top
GULE13um,Fusobacteria,8,0.08,Unproductive,Particle,Gull,Top
GULE13um,Gemmatimonadetes,0,0,Unproductive,Particle,Gull,Top
GULE13um,Lentisphaerae,0,0,Unproductive,Particle,Gull,Top
GULE13um,NPL-UPA2,0,0,Unproductive,Particle,Gull,Top
GULE13um,Planctomycetes,758,7.35,Unproductive,Particle,Gull,Top
GULE13um,Spirochaetae,0,0,Unproductive,Particle,Gull,Top
GULE13um,Tenericutes,0,0,Unproductive,Particle,Gull,Top
GULE13um,Thermotogae,0,0,Unproductive,Particle,Gull,Top
GULE13um,TM6,0,0,Unproductive,Particle,Gull,Top
GULE13um,Verrucomicrobia,1125,10.91,Unproductive,Particle,Gull,Top
GULE13um,WCHB1-60,0,0,Unproductive,Particle,Gull,Top
GULE2,Acidobacteria,0,0,Unproductive,Free,Gull,Top
GULE2,Actinobacteria,2412,23.41,Unproductive,Free,Gull,Top
GULE2,Armatimonadetes,0,0,Unproductive,Free,Gull,Top
GULE2,Bacteroidetes,2456,23.84,Unproductive,Free,Gull,Top
GULE2,BD1-5,0,0,Unproductive,Free,Gull,Top
GULE2,Candidate_division_BRC1,0,0,Unproductive,Free,Gull,Top
GULE2,Candidate_division_OD1,46,0.45,Unproductive,Free,Gull,Top
GULE2,Candidate_division_OP11,0,0,Unproductive,Free,Gull,Top
GULE2,Candidate_division_OP3,13,0.13,Unproductive,Free,Gull,Top
GULE2,Candidate_division_OP8,0,0,Unproductive,Free,Gull,Top
GULE2,Candidate_division_SR1,0,0,Unproductive,Free,Gull,Top
GULE2,Candidate_division_TM7,0,0,Unproductive,Free,Gull,Top
GULE2,Candidate_division_WS3,0,0,Unproductive,Free,Gull,Top
GULE2,Chlamydiae,12,0.12,Unproductive,Free,Gull,Top
GULE2,Chlorobi,0,0,Unproductive,Free,Gull,Top
GULE2,Chloroflexi,0,0,Unproductive,Free,Gull,Top
GULE2,Cyanobacteria,443,4.3,Unproductive,Free,Gull,Top
GULE2,Deferribacteres,0,0,Unproductive,Free,Gull,Top
GULE2,Deinococcus-Thermus,0,0,Unproductive,Free,Gull,Top
GULE2,Dictyoglomi,0,0,Unproductive,Free,Gull,Top
GULE2,Elusimicrobia,0,0,Unproductive,Free,Gull,Top
GULE2,Fibrobacteres,0,0,Unproductive,Free,Gull,Top
GULE2,Firmicutes,0,0,Unproductive,Free,Gull,Top
GULE2,Fusobacteria,0,0,Unproductive,Free,Gull,Top
GULE2,Gemmatimonadetes,0,0,Unproductive,Free,Gull,Top
GULE2,Lentisphaerae,0,0,Unproductive,Free,Gull,Top
GULE2,NPL-UPA2,38,0.37,Unproductive,Free,Gull,Top
GULE2,Planctomycetes,223,2.16,Unproductive,Free,Gull,Top
GULE2,Spirochaetae,17,0.16,Unproductive,Free,Gull,Top
GULE2,Tenericutes,0,0,Unproductive,Free,Gull,Top
GULE2,Thermotogae,0,0,Unproductive,Free,Gull,Top
GULE2,TM6,11,0.11,Unproductive,Free,Gull,Top
GULE2,Verrucomicrobia,1395,13.54,Unproductive,Free,Gull,Top
GULE2,WCHB1-60,0,0,Unproductive,Free,Gull,Top
GULE23um,Acidobacteria,0,0,Unproductive,Particle,Gull,Top
GULE23um,Actinobacteria,183,1.78,Unproductive,Particle,Gull,Top
GULE23um,Armatimonadetes,35,0.34,Unproductive,Particle,Gull,Top
GULE23um,Bacteroidetes,4037,39.17,Unproductive,Particle,Gull,Top
GULE23um,BD1-5,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_BRC1,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_OD1,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_OP11,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_OP3,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_OP8,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_SR1,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_TM7,0,0,Unproductive,Particle,Gull,Top
GULE23um,Candidate_division_WS3,0,0,Unproductive,Particle,Gull,Top
GULE23um,Chlamydiae,0,0,Unproductive,Particle,Gull,Top
GULE23um,Chlorobi,13,0.13,Unproductive,Particle,Gull,Top
GULE23um,Chloroflexi,15,0.15,Unproductive,Particle,Gull,Top
GULE23um,Cyanobacteria,2875,27.89,Unproductive,Particle,Gull,Top
GULE23um,Deferribacteres,0,0,Unproductive,Particle,Gull,Top
GULE23um,Deinococcus-Thermus,0,0,Unproductive,Particle,Gull,Top
GULE23um,Dictyoglomi,0,0,Unproductive,Particle,Gull,Top
GULE23um,Elusimicrobia,0,0,Unproductive,Particle,Gull,Top
GULE23um,Fibrobacteres,0,0,Unproductive,Particle,Gull,Top
GULE23um,Firmicutes,15,0.15,Unproductive,Particle,Gull,Top
GULE23um,Fusobacteria,0,0,Unproductive,Particle,Gull,Top
GULE23um,Gemmatimonadetes,0,0,Unproductive,Particle,Gull,Top
GULE23um,Lentisphaerae,0,0,Unproductive,Particle,Gull,Top
GULE23um,NPL-UPA2,0,0,Unproductive,Particle,Gull,Top
GULE23um,Planctomycetes,755,7.33,Unproductive,Particle,Gull,Top
GULE23um,Spirochaetae,0,0,Unproductive,Particle,Gull,Top
GULE23um,Tenericutes,0,0,Unproductive,Particle,Gull,Top
GULE23um,Thermotogae,0,0,Unproductive,Particle,Gull,Top
GULE23um,TM6,0,0,Unproductive,Particle,Gull,Top
GULE23um,Verrucomicrobia,695,6.74,Unproductive,Particle,Gull,Top
GULE23um,WCHB1-60,0,0,Unproductive,Particle,Gull,Top
GULH13um,Acidobacteria,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Actinobacteria,208,2.02,Unproductive,Particle,Gull,Bottom
GULH13um,Armatimonadetes,206,2,Unproductive,Particle,Gull,Bottom
GULH13um,Bacteroidetes,3385,32.83,Unproductive,Particle,Gull,Bottom
GULH13um,BD1-5,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_BRC1,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_OD1,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_OP11,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_OP3,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_OP8,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_SR1,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_TM7,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Candidate_division_WS3,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Chlamydiae,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Chlorobi,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Chloroflexi,28,0.27,Unproductive,Particle,Gull,Bottom
GULH13um,Cyanobacteria,491,4.76,Unproductive,Particle,Gull,Bottom
GULH13um,Deferribacteres,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Deinococcus-Thermus,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Dictyoglomi,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Elusimicrobia,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Fibrobacteres,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Firmicutes,72,0.7,Unproductive,Particle,Gull,Bottom
GULH13um,Fusobacteria,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Gemmatimonadetes,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Lentisphaerae,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,NPL-UPA2,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Planctomycetes,1465,14.21,Unproductive,Particle,Gull,Bottom
GULH13um,Spirochaetae,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Tenericutes,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,Thermotogae,0,0,Unproductive,Particle,Gull,Bottom
GULH13um,TM6,9,0.09,Unproductive,Particle,Gull,Bottom
GULH13um,Verrucomicrobia,1895,18.38,Unproductive,Particle,Gull,Bottom
GULH13um,WCHB1-60,0,0,Unproductive,Particle,Gull,Bottom
GULH2,Acidobacteria,0,0,Unproductive,Free,Gull,Bottom
GULH2,Actinobacteria,2465,23.93,Unproductive,Free,Gull,Bottom
GULH2,Armatimonadetes,23,0.22,Unproductive,Free,Gull,Bottom
GULH2,Bacteroidetes,3162,30.69,Unproductive,Free,Gull,Bottom
GULH2,BD1-5,0,0,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_BRC1,0,0,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_OD1,34,0.33,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_OP11,0,0,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_OP3,0,0,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_OP8,0,0,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_SR1,0,0,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_TM7,0,0,Unproductive,Free,Gull,Bottom
GULH2,Candidate_division_WS3,0,0,Unproductive,Free,Gull,Bottom
GULH2,Chlamydiae,0,0,Unproductive,Free,Gull,Bottom
GULH2,Chlorobi,0,0,Unproductive,Free,Gull,Bottom
GULH2,Chloroflexi,0,0,Unproductive,Free,Gull,Bottom
GULH2,Cyanobacteria,92,0.89,Unproductive,Free,Gull,Bottom
GULH2,Deferribacteres,0,0,Unproductive,Free,Gull,Bottom
GULH2,Deinococcus-Thermus,0,0,Unproductive,Free,Gull,Bottom
GULH2,Dictyoglomi,0,0,Unproductive,Free,Gull,Bottom
GULH2,Elusimicrobia,0,0,Unproductive,Free,Gull,Bottom
GULH2,Fibrobacteres,0,0,Unproductive,Free,Gull,Bottom
GULH2,Firmicutes,0,0,Unproductive,Free,Gull,Bottom
GULH2,Fusobacteria,0,0,Unproductive,Free,Gull,Bottom
GULH2,Gemmatimonadetes,0,0,Unproductive,Free,Gull,Bottom
GULH2,Lentisphaerae,6,0.06,Unproductive,Free,Gull,Bottom
GULH2,NPL-UPA2,4,0.04,Unproductive,Free,Gull,Bottom
GULH2,Planctomycetes,170,1.65,Unproductive,Free,Gull,Bottom
GULH2,Spirochaetae,0,0,Unproductive,Free,Gull,Bottom
GULH2,Tenericutes,0,0,Unproductive,Free,Gull,Bottom
GULH2,Thermotogae,0,0,Unproductive,Free,Gull,Bottom
GULH2,TM6,0,0,Unproductive,Free,Gull,Bottom
GULH2,Verrucomicrobia,1380,13.4,Unproductive,Free,Gull,Bottom
GULH2,WCHB1-60,0,0,Unproductive,Free,Gull,Bottom
GULH23um,Acidobacteria,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Actinobacteria,190,1.84,Unproductive,Particle,Gull,Bottom
GULH23um,Armatimonadetes,352,3.42,Unproductive,Particle,Gull,Bottom
GULH23um,Bacteroidetes,2436,23.64,Unproductive,Particle,Gull,Bottom
GULH23um,BD1-5,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_BRC1,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_OD1,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_OP11,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_OP3,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_OP8,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_SR1,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_TM7,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Candidate_division_WS3,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Chlamydiae,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Chlorobi,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Chloroflexi,28,0.27,Unproductive,Particle,Gull,Bottom
GULH23um,Cyanobacteria,975,9.46,Unproductive,Particle,Gull,Bottom
GULH23um,Deferribacteres,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Deinococcus-Thermus,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Dictyoglomi,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Elusimicrobia,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Fibrobacteres,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Firmicutes,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Fusobacteria,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Gemmatimonadetes,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Lentisphaerae,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,NPL-UPA2,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Planctomycetes,2506,24.32,Unproductive,Particle,Gull,Bottom
GULH23um,Spirochaetae,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Tenericutes,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Thermotogae,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,TM6,0,0,Unproductive,Particle,Gull,Bottom
GULH23um,Verrucomicrobia,2063,20.02,Unproductive,Particle,Gull,Bottom
GULH23um,WCHB1-60,0,0,Unproductive,Particle,Gull,Bottom
LEEE13um,Acidobacteria,16,0.16,Unproductive,Particle,Lee,Top
LEEE13um,Actinobacteria,54,0.52,Unproductive,Particle,Lee,Top
LEEE13um,Armatimonadetes,18,0.17,Unproductive,Particle,Lee,Top
LEEE13um,Bacteroidetes,1213,11.77,Unproductive,Particle,Lee,Top
LEEE13um,BD1-5,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_BRC1,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_OD1,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_OP11,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_OP3,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_OP8,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_SR1,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_TM7,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Candidate_division_WS3,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Chlamydiae,4,0.04,Unproductive,Particle,Lee,Top
LEEE13um,Chlorobi,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Chloroflexi,8,0.08,Unproductive,Particle,Lee,Top
LEEE13um,Cyanobacteria,4699,45.61,Unproductive,Particle,Lee,Top
LEEE13um,Deferribacteres,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Deinococcus-Thermus,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Dictyoglomi,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Elusimicrobia,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Fibrobacteres,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Firmicutes,7,0.07,Unproductive,Particle,Lee,Top
LEEE13um,Fusobacteria,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Gemmatimonadetes,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Lentisphaerae,0,0,Unproductive,Particle,Lee,Top
LEEE13um,NPL-UPA2,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Planctomycetes,1456,14.13,Unproductive,Particle,Lee,Top
LEEE13um,Spirochaetae,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Tenericutes,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Thermotogae,0,0,Unproductive,Particle,Lee,Top
LEEE13um,TM6,0,0,Unproductive,Particle,Lee,Top
LEEE13um,Verrucomicrobia,692,6.72,Unproductive,Particle,Lee,Top
LEEE13um,WCHB1-60,0,0,Unproductive,Particle,Lee,Top
LEEE2,Acidobacteria,0,0,Unproductive,Free,Lee,Top
LEEE2,Actinobacteria,1797,17.43,Unproductive,Free,Lee,Top
LEEE2,Armatimonadetes,12,0.12,Unproductive,Free,Lee,Top
LEEE2,Bacteroidetes,2328,22.59,Unproductive,Free,Lee,Top
LEEE2,BD1-5,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_BRC1,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_OD1,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_OP11,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_OP3,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_OP8,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_SR1,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_TM7,0,0,Unproductive,Free,Lee,Top
LEEE2,Candidate_division_WS3,0,0,Unproductive,Free,Lee,Top
LEEE2,Chlamydiae,6,0.06,Unproductive,Free,Lee,Top
LEEE2,Chlorobi,0,0,Unproductive,Free,Lee,Top
LEEE2,Chloroflexi,0,0,Unproductive,Free,Lee,Top
LEEE2,Cyanobacteria,1841,17.86,Unproductive,Free,Lee,Top
LEEE2,Deferribacteres,0,0,Unproductive,Free,Lee,Top
LEEE2,Deinococcus-Thermus,0,0,Unproductive,Free,Lee,Top
LEEE2,Dictyoglomi,0,0,Unproductive,Free,Lee,Top
LEEE2,Elusimicrobia,0,0,Unproductive,Free,Lee,Top
LEEE2,Fibrobacteres,0,0,Unproductive,Free,Lee,Top
LEEE2,Firmicutes,0,0,Unproductive,Free,Lee,Top
LEEE2,Fusobacteria,0,0,Unproductive,Free,Lee,Top
LEEE2,Gemmatimonadetes,0,0,Unproductive,Free,Lee,Top
LEEE2,Lentisphaerae,0,0,Unproductive,Free,Lee,Top
LEEE2,NPL-UPA2,14,0.14,Unproductive,Free,Lee,Top
LEEE2,Planctomycetes,654,6.35,Unproductive,Free,Lee,Top
LEEE2,Spirochaetae,32,0.31,Unproductive,Free,Lee,Top
LEEE2,Tenericutes,0,0,Unproductive,Free,Lee,Top
LEEE2,Thermotogae,0,0,Unproductive,Free,Lee,Top
LEEE2,TM6,5,0.05,Unproductive,Free,Lee,Top
LEEE2,Verrucomicrobia,1032,10.01,Unproductive,Free,Lee,Top
LEEE2,WCHB1-60,0,0,Unproductive,Free,Lee,Top
LEEE23um,Acidobacteria,17,0.16,Unproductive,Particle,Lee,Top
LEEE23um,Actinobacteria,24,0.23,Unproductive,Particle,Lee,Top
LEEE23um,Armatimonadetes,29,0.28,Unproductive,Particle,Lee,Top
LEEE23um,Bacteroidetes,1632,15.83,Unproductive,Particle,Lee,Top
LEEE23um,BD1-5,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_BRC1,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_OD1,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_OP11,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_OP3,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_OP8,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_SR1,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_TM7,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Candidate_division_WS3,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Chlamydiae,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Chlorobi,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Chloroflexi,6,0.06,Unproductive,Particle,Lee,Top
LEEE23um,Cyanobacteria,3814,36.99,Unproductive,Particle,Lee,Top
LEEE23um,Deferribacteres,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Deinococcus-Thermus,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Dictyoglomi,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Elusimicrobia,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Fibrobacteres,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Firmicutes,4,0.04,Unproductive,Particle,Lee,Top
LEEE23um,Fusobacteria,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Gemmatimonadetes,4,0.04,Unproductive,Particle,Lee,Top
LEEE23um,Lentisphaerae,0,0,Unproductive,Particle,Lee,Top
LEEE23um,NPL-UPA2,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Planctomycetes,1587,15.39,Unproductive,Particle,Lee,Top
LEEE23um,Spirochaetae,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Tenericutes,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Thermotogae,0,0,Unproductive,Particle,Lee,Top
LEEE23um,TM6,0,0,Unproductive,Particle,Lee,Top
LEEE23um,Verrucomicrobia,780,7.56,Unproductive,Particle,Lee,Top
LEEE23um,WCHB1-60,0,0,Unproductive,Particle,Lee,Top
LEEH1,Acidobacteria,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Actinobacteria,1939,18.81,Unproductive,Free,Lee,Bottom
LEEH1,Armatimonadetes,256,2.48,Unproductive,Free,Lee,Bottom
LEEH1,Bacteroidetes,3482,33.79,Unproductive,Free,Lee,Bottom
LEEH1,BD1-5,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_BRC1,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_OD1,39,0.38,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_OP11,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_OP3,8,0.08,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_OP8,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_SR1,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_TM7,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Candidate_division_WS3,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Chlamydiae,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Chlorobi,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Chloroflexi,168,1.63,Unproductive,Free,Lee,Bottom
LEEH1,Cyanobacteria,527,5.11,Unproductive,Free,Lee,Bottom
LEEH1,Deferribacteres,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Deinococcus-Thermus,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Dictyoglomi,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Elusimicrobia,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Fibrobacteres,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Firmicutes,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Fusobacteria,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Gemmatimonadetes,15,0.15,Unproductive,Free,Lee,Bottom
LEEH1,Lentisphaerae,0,0,Unproductive,Free,Lee,Bottom
LEEH1,NPL-UPA2,9,0.09,Unproductive,Free,Lee,Bottom
LEEH1,Planctomycetes,297,2.88,Unproductive,Free,Lee,Bottom
LEEH1,Spirochaetae,13,0.13,Unproductive,Free,Lee,Bottom
LEEH1,Tenericutes,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Thermotogae,0,0,Unproductive,Free,Lee,Bottom
LEEH1,TM6,0,0,Unproductive,Free,Lee,Bottom
LEEH1,Verrucomicrobia,2044,19.83,Unproductive,Free,Lee,Bottom
LEEH1,WCHB1-60,0,0,Unproductive,Free,Lee,Bottom
LEEH13um,Acidobacteria,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Actinobacteria,42,0.41,Unproductive,Particle,Lee,Bottom
LEEH13um,Armatimonadetes,112,1.09,Unproductive,Particle,Lee,Bottom
LEEH13um,Bacteroidetes,1167,11.32,Unproductive,Particle,Lee,Bottom
LEEH13um,BD1-5,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_BRC1,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_OD1,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_OP11,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_OP3,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_OP8,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_SR1,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_TM7,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Candidate_division_WS3,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Chlamydiae,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Chlorobi,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Chloroflexi,5,0.05,Unproductive,Particle,Lee,Bottom
LEEH13um,Cyanobacteria,5127,49.74,Unproductive,Particle,Lee,Bottom
LEEH13um,Deferribacteres,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Deinococcus-Thermus,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Dictyoglomi,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Elusimicrobia,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Fibrobacteres,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Firmicutes,3,0.03,Unproductive,Particle,Lee,Bottom
LEEH13um,Fusobacteria,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Gemmatimonadetes,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Lentisphaerae,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,NPL-UPA2,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Planctomycetes,1622,15.74,Unproductive,Particle,Lee,Bottom
LEEH13um,Spirochaetae,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Tenericutes,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Thermotogae,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,TM6,0,0,Unproductive,Particle,Lee,Bottom
LEEH13um,Verrucomicrobia,458,4.44,Unproductive,Particle,Lee,Bottom
LEEH13um,WCHB1-60,0,0,Unproductive,Particle,Lee,Bottom
LEEH2,Acidobacteria,0,0,Unproductive,Free,Lee,Bottom
LEEH2,Actinobacteria,2106,20.43,Unproductive,Free,Lee,Bottom
LEEH2,Armatimonadetes,284,2.76,Unproductive,Free,Lee,Bottom
LEEH2,Bacteroidetes,3037,29.46,Unproductive,Free,Lee,Bottom
